CommandType     Name                                               Version    Source     
Cmdlet          Save-Package                                       1.0.0.1    PackageM...
Cmdlet          Save-WindowsImage                                  3.0        Dism       
Cmdlet          Select-Object                                      3.1.0.0    Microsof...
Cmdlet          Select-String                                      3.1.0.0    Microsof...
Cmdlet          Select-Xml                                         3.1.0.0    Microsof...
Cmdlet          Send-DtcDiagnosticTransaction                      1.0.0.0    MsDtc      
Cmdlet          Send-MailMessage                                   3.1.0.0    Microsof...
Cmdlet          Set-Acl                                            3.0.0.0    Microsof...
Cmdlet          Set-Alias                                          3.1.0.0    Microsof...
Cmdlet          Set-AppBackgroundTaskResourcePolicy                1.0.0.0    AppBackg...
Cmdlet          Set-AppxDefaultVolume                              2.0.1.0    Appx       
Cmdlet          Set-AppXProvisionedDataFile                        3.0        Dism       
Cmdlet          Set-AuthenticodeSignature                          3.0.0.0    Microsof...
Cmdlet          Set-BitsTransfer                                   2.0.0.0    BitsTran...
Cmdlet          Set-CertificateAutoEnrollmentPolicy                1.0.0.0    PKI        
Cmdlet          Set-CimInstance                                    1.0.0.0    CimCmdlets 
Cmdlet          Set-Clipboard                                      3.1.0.0    Microsof...
Cmdlet          Set-Content                                        3.1.0.0    Microsof...
Cmdlet          Set-Culture                                        2.0.0.0    Internat...
Cmdlet          Set-Date                                           3.1.0.0    Microsof...
Cmdlet          Set-DODownloadMode                                 1.0.1.0    Delivery...
Cmdlet          Set-DOPercentageMaxBackgroundBandwidth             1.0.1.0    Delivery...
Cmdlet          Set-DOPercentageMaxForegroundBandwidth             1.0.1.0    Delivery...
Cmdlet          Set-DscLocalConfigurationManager                   1.1        PSDesire...
Cmdlet          Set-ExecutionPolicy                                3.0.0.0    Microsof...
Cmdlet          Set-Item                                           3.1.0.0    Microsof...
Cmdlet          Set-ItemProperty                                   3.1.0.0    Microsof...
Cmdlet          Set-JobTrigger                                     1.1.0.0    PSSchedu...
Cmdlet          Set-KdsConfiguration                               1.0.0.0    Kds        
Cmdlet          Set-LocalGroup                                     1.0.0.0    Microsof...
Cmdlet          Set-LocalUser                                      1.0.0.0    Microsof...
Cmdlet          Set-Location                                       3.1.0.0    Microsof...
Cmdlet          Set-NonRemovableAppsPolicy                         3.0        Dism       
Cmdlet          Set-PackageSource                                  1.0.0.1    PackageM...
Cmdlet          Set-ProcessMitigation                              1.0.11     ProcessM...
Cmdlet          Set-PSBreakpoint                                   3.1.0.0    Microsof...
Cmdlet          Set-PSDebug                                        3.0.0.0    Microsof...
Cmdlet          Set-PSReadLineKeyHandler                           2.0.0      PSReadline 
Cmdlet          Set-PSReadLineOption                               2.0.0      PSReadline 
Cmdlet          Set-PSSessionConfiguration                         3.0.0.0    Microsof...
Cmdlet          Set-ScheduledJob                                   1.1.0.0    PSSchedu...
Cmdlet          Set-ScheduledJobOption                             1.1.0.0    PSSchedu...
Cmdlet          Set-SecureBootUEFI                                 2.0.0.0    SecureBoot 
Cmdlet          Set-Service                                        3.1.0.0    Microsof...
Cmdlet          Set-StrictMode                                     3.0.0.0    Microsof...
Cmdlet          Set-TimeZone                                       3.1.0.0    Microsof...
Cmdlet          Set-TpmOwnerAuth                                   2.0.0.0    TrustedP...
Cmdlet          Set-TraceSource                                    3.1.0.0    Microsof...
Cmdlet          Set-Variable                                       3.1.0.0    Microsof...
Cmdlet          Set-WinAcceptLanguageFromLanguageListOptOut        2.0.0.0    Internat...
Cmdlet          Set-WinCultureFromLanguageListOptOut               2.0.0.0    Internat...
Cmdlet          Set-WinDefaultInputMethodOverride                  2.0.0.0    Internat...
Cmdlet          Set-WindowsEdition                                 3.0        Dism       
Cmdlet          Set-WindowsProductKey                              3.0        Dism       
Cmdlet          Set-WindowsSearchSetting                           1.0.0.0    WindowsS...
Cmdlet          Set-WinHomeLocation                                2.0.0.0    Internat...
Cmdlet          Set-WinLanguageBarOption                           2.0.0.0    Internat...
Cmdlet          Set-WinSystemLocale                                2.0.0.0    Internat...
Cmdlet          Set-WinUILanguageOverride                          2.0.0.0    Internat...
Cmdlet          Set-WinUserLanguageList                            2.0.0.0    Internat...
Cmdlet          Set-WmiInstance                                    3.1.0.0    Microsof...
Cmdlet          Set-WSManInstance                                  3.0.0.0    Microsof...
Cmdlet          Set-WSManQuickConfig                               3.0.0.0    Microsof...
Cmdlet          Show-Command                                       3.1.0.0    Microsof...
Cmdlet          Show-ControlPanelItem                              3.1.0.0    Microsof...
Cmdlet          Show-EventLog                                      3.1.0.0    Microsof...
Cmdlet          Show-WindowsDeveloperLicenseRegistration           1.0.0.0    WindowsD...
Cmdlet          Sort-Object                                        3.1.0.0    Microsof...
Cmdlet          Split-Path                                         3.1.0.0    Microsof...
Cmdlet          Split-WindowsImage                                 3.0        Dism       
Cmdlet          Start-BitsTransfer                                 2.0.0.0    BitsTran...
Cmdlet          Start-DscConfiguration                             1.1        PSDesire...
Cmdlet          Start-DtcDiagnosticResourceManager                 1.0.0.0    MsDtc      
Cmdlet          Start-Job                                          3.0.0.0    Microsof...
Cmdlet          Start-OSUninstall                                  3.0        Dism       
Cmdlet          Start-Process                                      3.1.0.0    Microsof...
Cmdlet          Start-Service                                      3.1.0.0    Microsof...
Cmdlet          Start-Sleep                                        3.1.0.0    Microsof...
Cmdlet          Start-Transaction                                  3.1.0.0    Microsof...
Cmdlet          Start-Transcript                                   3.0.0.0    Microsof...
Cmdlet          Stop-Computer                                      3.1.0.0    Microsof...
Cmdlet          Stop-DtcDiagnosticResourceManager                  1.0.0.0    MsDtc      
Cmdlet          Stop-Job                                           3.0.0.0    Microsof...
Cmdlet          Stop-Process                                       3.1.0.0    Microsof...
Cmdlet          Stop-Service                                       3.1.0.0    Microsof...
Cmdlet          Stop-Transcript                                    3.0.0.0    Microsof...
Cmdlet          Suspend-BitsTransfer                               2.0.0.0    BitsTran...
Cmdlet          Suspend-Job                                        3.0.0.0    Microsof...
Cmdlet          Suspend-Service                                    3.1.0.0    Microsof...
Cmdlet          Switch-Certificate                                 1.0.0.0    PKI        
Cmdlet          Tee-Object                                         3.1.0.0    Microsof...
Cmdlet          Test-Certificate                                   1.0.0.0    PKI        
Cmdlet          Test-ComputerSecureChannel                         3.1.0.0    Microsof...
Cmdlet          Test-Connection                                    3.1.0.0    Microsof...
Cmdlet          Test-DscConfiguration                              1.1        PSDesire...
Cmdlet          Test-FileCatalog                                   3.0.0.0    Microsof...
Cmdlet          Test-KdsRootKey                                    1.0.0.0    Kds        
Cmdlet          Test-ModuleManifest                                3.0.0.0    Microsof...
Cmdlet          Test-Path                                          3.1.0.0    Microsof...
Cmdlet          Test-PSSessionConfigurationFile                    3.0.0.0    Microsof...
Cmdlet          Test-WSMan                                         3.0.0.0    Microsof...
Cmdlet          Trace-Command                                      3.1.0.0    Microsof...
Cmdlet          Unblock-File                                       3.1.0.0    Microsof...
Cmdlet          Unblock-Tpm                                        2.0.0.0    TrustedP...
Cmdlet          Undo-DtcDiagnosticTransaction                      1.0.0.0    MsDtc      
Cmdlet          Undo-Transaction                                   3.1.0.0    Microsof...
Cmdlet          Uninstall-Package                                  1.0.0.1    PackageM...
Cmdlet          Uninstall-ProvisioningPackage                      3.0        Provisio...
Cmdlet          Uninstall-TrustedProvisioningCertificate           3.0        Provisio...
Cmdlet          Unprotect-CmsMessage                               3.0.0.0    Microsof...
Cmdlet          Unregister-Event                                   3.1.0.0    Microsof...
Cmdlet          Unregister-PackageSource                           1.0.0.1    PackageM...
Cmdlet          Unregister-PSSessionConfiguration                  3.0.0.0    Microsof...
Cmdlet          Unregister-ScheduledJob                            1.1.0.0    PSSchedu...
Cmdlet          Unregister-WindowsDeveloperLicense                 1.0.0.0    WindowsD...
Cmdlet          Update-FormatData                                  3.1.0.0    Microsof...
Cmdlet          Update-Help                                        3.0.0.0    Microsof...
Cmdlet          Update-List                                        3.1.0.0    Microsof...
Cmdlet          Update-TypeData                                    3.1.0.0    Microsof...
Cmdlet          Update-WIMBootEntry                                3.0        Dism       
Cmdlet          Use-Transaction                                    3.1.0.0    Microsof...
Cmdlet          Use-WindowsUnattend                                3.0        Dism       
Cmdlet          Wait-Debugger                                      3.1.0.0    Microsof...
Cmdlet          Wait-Event                                         3.1.0.0    Microsof...
Cmdlet          Wait-Job                                           3.0.0.0    Microsof...
Cmdlet          Wait-Process                                       3.1.0.0    Microsof...
Cmdlet          Where-Object                                       3.0.0.0    Microsof...
Cmdlet          Write-Debug                                        3.1.0.0    Microsof...
Cmdlet          Write-Error                                        3.1.0.0    Microsof...
Cmdlet          Write-EventLog                                     3.1.0.0    Microsof...
Cmdlet          Write-Host                                         3.1.0.0    Microsof...
Cmdlet          Write-Information                                  3.1.0.0    Microsof...
Cmdlet          Write-Output                                       3.1.0.0    Microsof...
Cmdlet          Write-Progress                                     3.1.0.0    Microsof...
Cmdlet          Write-Verbose                                      3.1.0.0    Microsof...
Cmdlet          Write-Warning                                      3.1.0.0    Microsof...
